Local;SousFamille;Code-equipement;Code-fils;PDR;designation;caractéristiques;Fournisseur;Fabriquant;Installateur;Marque;plans associés;Manuel;fiche maintenance;chargement
B239;3CVC01;3CVC01-23;3CVC01-23-00;;B0-FCU-B239/S-B;;;;;;;;;1
B273;3CVC01;3CVC01-24;3CVC01-24-00;;B0-FCU-B273/S-B;;;;;;;;;1
B200;3CVC01;3CVC01-25;3CVC01-25-00;;B0-FCU-B200/S-B;;;;;;;;;1
B197;3CVC01;3CVC01-26;3CVC01-26-00;;B0-FCU-B197/S-B;;;;;;;;;1
B201;3CVC01;3CVC01-27;3CVC01-27-00;;B0-FCU-B201/S-B;;;;;;;;;1
B202;3CVC01;3CVC01-28;3CVC01-28-00;;B0-FCU-B202/S-B;;;;;;;;;1
B206;3CVC01;3CVC01-29;3CVC01-29-00;;B0-FCU-B206/S-B;;;;;;;;;1
B208;3CVC01;3CVC01-30;3CVC01-30-00;;B0-FCU-B208/S-B;;;;;;;;;1
B203;3CVC01;3CVC01-31;3CVC01-31-00;;B0-FCU-B203/S-B;;;;;;;;;1
B207;3CVC01;3CVC01-32;3CVC01-32-00;;B0-FCU-B207/S-R-B;;;;;;;;;1
B210;3CVC01;3CVC01-33;3CVC01-33-00;;B0-FCU-B210/S-B;;;;;;;;;1
B220;3CVC01;3CVC01-34;3CVC01-34-00;;B0-FCU-B220/S-B;;;;;;;;;1
B146;3CVC01;3CVC01-35;3CVC01-35-00;;B0-FCU-B146/S-B;;;;;;;;;1
B145;3CVC01;3CVC01-36;3CVC01-36-00;;B0-FCU-B145/S-B;;;;;;;;;1
B150;3CVC01;3CVC01-37;3CVC01-37-00;;B0-FCU-B150/S-B;;;;;;;;;1
B152;3CVC01;3CVC01-38;3CVC01-38-00;;B0-FCU-B152/S-B;;;;;;;;;1
B282;3CVC01;3CVC01-39;3CVC01-39-00;;B0-FCU-B282/S-B;;;;;;;;;1
B262;3CVC01;3CVC01-40;3CVC01-40-00;;B0-FCU-B262/S-B;;;;;;;;;1
B166;3CVC01;3CVC01-41;3CVC01-41-00;;B0-FCU-B166/S-B;;;;;;;;;1
B186;3CVC01;3CVC01-42;3CVC01-42-00;;B0-FCU-B186/S-B;;;;;;;;;1
B225;3CVC01;3CVC01-43;3CVC01-43-00;;B0-FCU-B225/S-B;;;;;;;;;1
B185;3CVC01;3CVC01-44;3CVC01-44-00;;B0-FCU-B185/S-B;;;;;;;;;1
B187;3CVC01;3CVC01-45;3CVC01-45-00;;B0-FCU-B187/S-B;;;;;;;;;1
B182;3CVC01;3CVC01-46;3CVC01-46-00;;B0-FCU-B182/S-B;;;;;;;;;1
B183;3CVC01;3CVC01-47;3CVC01-47-00;;B0-FCU-B183/S-B;;;;;;;;;1
B184;3CVC01;3CVC01-48;3CVC01-48-00;;B0-FCU-B184/S-B;;;;;;;;;1
B250;3CVC01;3CVC01-49;3CVC01-49-00;;B0-FCU-B250/S-B;;;;;;;;;1
B179;3CVC01;3CVC01-50;3CVC01-50-00;;B0-FCU-B179/S-B;;;;;;;;;1
B180;3CVC01;3CVC01-51;3CVC01-51-00;;B0-FCU-B180/S-B;;;;;;;;;1
B181;3CVC01;3CVC01-52;3CVC01-52-00;;B0-FCU-B181/S-B;;;;;;;;;1
B184;3CVC01;3CVC01-53;3CVC01-53-00;;B0-FCU-B184/S-B;;;;;;;;;1
B267;3CVC01;3CVC01-54;3CVC01-54-00;;B0-FCU-B267/S-B;;;;;;;;;1
B138;3CVC01;3CVC01-55;3CVC01-55-00;;B0-FCU-B138/S-B;;;;;;;;;1
B135;3CVC01;3CVC01-56;3CVC01-56-00;;B0-FCU-B135/S-B;;;;;;;;;1
B128;3CVC01;3CVC01-57;3CVC01-57-00;;B0-FCU-B128/S-B;;;;;;;;;1
B129;3CVC01;3CVC01-58;3CVC01-58-00;;B0-FCU-B129/S-B;;;;;;;;;1
B167;3CVC01;3CVC01-59;3CVC01-59-00;;B0-FCU-B167/S-B;;;;;;;;;1
B171;3CVC01;3CVC01-60;3CVC01-60-00;;B0-FCU-B171/S-B;;;;;;;;;1
B170;3CVC01;3CVC01-61;3CVC01-61-00;;B0-FCU-B170/S-B;;;;;;;;;1
B169;3CVC01;3CVC01-62;3CVC01-62-00;;B0-FCU-B169/S-B;;;;;;;;;1
B265;3CVC01;3CVC01-63;3CVC01-63-00;;B0-FCU-B265/S-B;;;;;;;;;1
B168;3CVC01;3CVC01-64;3CVC01-64-00;;B0-FCU-B168/S-B;;;;;;;;;1
B216;3CVC01;3CVC01-65;3CVC01-65-00;;B0-FCU-B216/S-B;;;;;;;;;1
B223;3CVC01;3CVC01-66;3CVC01-66-00;;B0-FCU-B223/S-R-B;;;;;;;;;1
B225;3CVC01;3CVC01-67;3CVC01-67-00;;B0-FCU-B225/S-B;;;;;;;;;1
B251;3CVC01;3CVC01-68;3CVC01-68-00;;B0-FCU-B251/S-B;;;;;;;;;1
